"correo","sexo","compañeros","hablar","estresarme","me importan los demas","desordenado","comodidad","malas palabras","empatico","social","conversaciones","orden y limpieza","divertirme","estudiar con otros","videojuegos","leer","deportes","anime","futbol","maquillaje","musica","acostarme tarde","Describase a si mismo","objetivo","puntuacion"
"lorem 1044","M",1,1,3,1,5,3,3,4,4,5,4,1,5,1,1,5,2,2,4,2,1,"lorem",1,2.6818181818181817
"lorem 1045","F",5,3,5,1,3,3,3,2,4,1,2,1,2,2,3,3,2,4,3,1,3,"lorem",4,2.727272727272727
"lorem 1046","M",4,3,3,2,1,3,5,3,1,1,3,4,5,5,5,5,1,4,3,1,4,"lorem",1,3.0454545454545454
"lorem 1047","F",1,5,4,4,4,5,3,2,3,4,5,4,2,2,4,4,3,3,2,1,5,"lorem",2,3.272727272727273
"lorem 1048","F",2,2,1,5,4,3,2,5,2,2,2,2,3,2,1,2,5,3,5,3,2,"lorem",1,2.6818181818181817
"lorem 1049","F",2,5,1,3,1,1,4,3,4,2,1,3,2,1,5,1,3,1,4,3,3,"lorem",3,2.5454545454545454
"lorem 1050","F",3,2,1,5,2,4,5,1,2,4,3,4,2,1,5,3,1,1,3,1,3,"lorem",1,2.590909090909091
"lorem 1051","M",4,1,3,3,4,2,4,4,5,1,4,2,1,2,2,4,2,1,5,2,2,"lorem",3,2.772727272727273
"lorem 1052","M",2,1,2,2,5,2,2,5,4,5,4,4,1,3,2,3,2,2,2,3,4,"lorem",5,2.9545454545454546
"lorem 1053","M",2,4,1,4,1,5,1,4,5,1,4,5,2,3,2,1,1,4,3,3,2,"lorem",4,2.8181818181818183
"lorem 1054","M",3,5,3,5,5,1,4,5,1,2,5,2,4,2,4,3,3,5,2,3,1,"lorem",1,3.1363636363636362
"lorem 1055","M",3,5,4,1,4,5,1,2,1,3,4,4,1,1,5,5,5,4,2,2,2,"lorem",3,3.0454545454545454
"lorem 1056","F",2,2,1,2,3,3,4,5,2,1,5,1,1,1,4,2,3,2,4,2,5,"lorem",4,2.6818181818181817
"lorem 1057","M",2,4,1,5,3,4,4,3,4,1,5,3,5,2,5,2,4,4,1,4,2,"lorem",4,3.272727272727273
"lorem 1058","M",5,4,2,5,1,5,4,3,1,5,3,4,4,1,2,2,5,3,1,1,3,"lorem",5,3.1363636363636362
"lorem 1059","F",1,5,3,5,5,3,5,5,4,5,1,3,2,2,2,4,5,2,3,4,1,"lorem",2,3.272727272727273
"lorem 1060","F",5,4,1,1,2,4,5,1,3,2,2,2,2,1,2,1,1,4,5,1,1,"lorem",5,2.5
"lorem 1061","F",4,4,2,1,4,3,2,5,2,1,5,5,1,5,4,2,5,4,4,3,1,"lorem",2,3.1363636363636362
"lorem 1062","F",4,3,3,2,5,4,2,4,4,3,1,1,4,2,4,3,4,5,4,3,4,"lorem",3,3.272727272727273
"lorem 1063","M",5,1,1,3,2,3,4,5,2,5,1,4,5,3,1,1,5,1,3,1,2,"lorem",2,2.727272727272727
"lorem 1064","F",1,5,3,1,3,5,3,1,4,1,5,1,1,1,4,3,1,2,4,5,2,"lorem",3,2.6818181818181817
"lorem 1065","M",3,1,1,2,3,5,4,4,5,3,5,2,3,2,5,3,4,4,1,3,4,"lorem",1,3.090909090909091
"lorem 1066","F",4,5,3,1,1,5,3,5,5,1,5,5,5,2,5,3,3,3,3,2,4,"lorem",1,3.3636363636363638
"lorem 1067","F",5,2,1,3,4,5,3,5,5,4,1,3,2,2,5,5,5,4,2,1,2,"lorem",5,3.3636363636363638
"lorem 1068","F",5,4,1,3,3,4,5,4,5,2,4,2,5,3,5,3,2,2,3,3,3,"lorem",5,3.4545454545454546
"lorem 1069","F",4,4,2,3,3,1,2,4,3,5,5,5,4,4,5,2,5,5,2,4,2,"lorem",3,3.5
"lorem 1070","M",3,3,3,5,5,2,2,2,3,2,5,4,4,3,1,4,2,1,3,5,1,"lorem",1,2.909090909090909
"lorem 1071","M",5,5,3,4,3,4,2,5,2,2,2,1,5,4,1,2,1,3,3,4,1,"lorem",4,3
"lorem 1072","M",2,5,2,5,2,2,2,4,5,1,2,4,3,1,5,2,2,3,2,4,5,"lorem",5,3.090909090909091
"lorem 1073","M",3,4,5,2,4,4,2,4,5,1,1,2,3,2,3,2,1,1,4,2,3,"lorem",5,2.8636363636363638
"lorem 1074","M",4,4,3,1,1,2,1,3,5,2,5,4,5,4,2,4,3,2,3,4,3,"lorem",3,3.090909090909091
"lorem 1075","F",3,5,1,5,2,4,5,5,4,5,1,5,1,1,5,2,3,4,5,1,5,"lorem",4,3.4545454545454546
"lorem 1076","M",1,3,2,5,3,1,4,4,4,3,5,2,1,4,5,5,5,3,5,1,1,"lorem",1,3.090909090909091
"lorem 1077","M",3,3,2,1,1,1,1,1,2,2,2,1,5,4,1,1,5,3,5,2,3,"lorem",1,2.272727272727273
"lorem 1078","F",4,4,3,4,3,1,5,1,2,3,4,1,3,2,3,2,5,1,2,3,1,"lorem",1,2.6363636363636362
"lorem 1079","F",1,5,1,4,2,3,5,1,5,2,5,2,1,5,1,3,5,2,2,1,4,"lorem",1,2.772727272727273
"lorem 1080","F",1,1,5,1,3,1,2,5,1,2,2,1,4,1,2,3,2,5,2,1,5,"lorem",1,2.3181818181818183
"lorem 1081","F",4,3,4,1,5,2,5,1,5,3,2,3,3,1,1,2,5,1,3,5,4,"lorem",3,3
"lorem 1082","M",5,3,1,5,4,3,2,5,2,5,3,5,5,1,1,5,1,1,5,2,5,"lorem",2,3.227272727272727
"lorem 1083","F",1,1,5,3,1,3,5,2,5,3,4,4,1,5,3,3,3,1,4,3,4,"lorem",4,3.090909090909091
"lorem 1084","M",3,3,5,1,1,3,1,4,5,4,5,1,2,2,2,4,5,3,1,4,1,"lorem",3,2.8636363636363638
"lorem 1085","F",5,1,4,4,2,1,5,5,2,5,1,3,1,2,4,4,2,5,2,4,3,"lorem",4,3.1363636363636362
"lorem 1086","F",1,3,4,2,4,3,4,2,3,1,2,1,3,4,4,2,3,2,4,2,3,"lorem",5,2.8181818181818183
"lorem 1087","F",2,4,4,4,5,2,2,1,2,1,4,4,5,1,1,1,5,1,4,5,4,"lorem",1,2.8636363636363638
"lorem 1088","F",5,5,2,3,3,5,3,2,5,1,4,1,4,1,5,4,2,3,5,3,2,"lorem",2,3.1818181818181817
"lorem 1089","M",1,3,1,2,3,2,2,4,3,3,4,5,5,1,4,1,1,4,5,4,3,"lorem",1,2.8181818181818183
"lorem 1090","M",5,2,4,5,4,1,3,4,3,4,3,2,3,3,3,1,3,4,2,5,4,"lorem",1,3.1363636363636362
"lorem 1091","M",4,2,5,2,4,3,4,1,5,5,4,2,5,4,3,1,4,4,1,5,2,"lorem",3,3.3181818181818183
"lorem 1092","M",1,5,3,5,5,3,5,3,2,5,3,5,2,1,3,5,5,3,3,4,4,"lorem",4,3.590909090909091
"lorem 1093","M",2,2,3,4,4,4,1,4,1,4,3,1,5,4,2,3,3,5,4,1,4,"lorem",5,3.1363636363636362
"lorem 1094","F",5,1,4,1,1,3,2,3,1,3,4,5,1,3,2,2,1,2,2,4,5,"lorem",3,2.6363636363636362
"lorem 1095","M",5,1,2,5,3,3,3,4,3,5,5,3,2,4,4,4,1,3,2,4,3,"lorem",2,3.227272727272727
"lorem 1096","M",3,1,3,4,3,5,3,3,4,5,4,2,3,2,2,1,2,5,5,1,5,"lorem",3,3.1363636363636362
"lorem 1097","F",3,3,5,2,3,2,3,1,2,3,1,4,3,2,1,2,1,3,4,1,1,"lorem",1,2.3181818181818183
"lorem 1098","F",3,3,2,2,1,3,3,4,4,2,5,5,1,1,2,3,5,1,1,1,3,"lorem",2,2.590909090909091
"lorem 1099","F",3,5,2,4,2,1,4,2,5,1,4,5,5,2,5,3,4,3,5,2,5,"lorem",5,3.5
"lorem 1100","F",4,5,4,5,5,5,3,5,1,4,5,2,1,1,3,2,3,1,2,2,5,"lorem",1,3.1363636363636362
"lorem 1101","M",1,1,3,3,2,5,5,2,2,4,4,2,5,4,5,5,4,4,1,3,3,"lorem",1,3.1363636363636362
"lorem 1102","F",3,5,5,2,4,3,5,2,5,4,5,2,1,3,1,2,2,1,4,1,5,"lorem",5,3.1818181818181817
"lorem 1103","M",2,4,1,2,2,4,4,3,1,3,4,4,1,2,1,1,4,5,5,4,5,"lorem",3,2.9545454545454546
"lorem 1104","F",5,2,2,5,2,2,3,4,4,2,2,2,4,5,1,5,3,4,5,3,2,"lorem",4,3.227272727272727
"lorem 1105","F",5,3,1,2,1,1,5,3,3,3,5,3,5,4,5,5,5,1,4,5,5,"lorem",5,3.590909090909091
"lorem 1106","F",5,5,2,2,1,2,5,5,2,4,1,3,3,1,2,3,1,3,4,3,1,"lorem",5,2.8636363636363638
"lorem 1107","F",5,3,4,1,3,4,5,1,1,4,2,5,1,5,5,5,4,1,2,1,4,"lorem",4,3.1818181818181817
"lorem 1108","M",3,3,4,2,2,4,4,1,4,2,1,3,5,4,5,3,5,5,4,2,3,"lorem",1,3.1818181818181817
"lorem 1109","M",1,5,3,1,2,5,4,1,3,2,4,3,2,2,1,4,4,5,2,3,2,"lorem",1,2.727272727272727
"lorem 1110","M",1,4,3,1,1,2,4,5,1,4,3,1,1,3,3,3,5,4,5,5,1,"lorem",2,2.8181818181818183
"lorem 1111","M",4,5,2,3,4,4,1,2,3,3,1,2,5,3,2,3,5,2,3,3,1,"lorem",5,3
"lorem 1112","M",4,4,5,5,2,1,4,3,5,1,5,1,4,3,4,3,4,5,3,4,5,"lorem",5,3.6363636363636362
"lorem 1113","F",1,4,5,4,5,1,3,1,2,3,3,3,2,5,1,5,3,4,2,2,1,"lorem",2,2.8181818181818183
"lorem 1114","M",5,3,5,4,1,4,4,1,1,4,3,1,5,5,4,1,2,3,5,3,5,"lorem",4,3.3181818181818183
"lorem 1115","M",3,1,5,2,1,1,3,1,1,1,2,3,4,1,4,1,5,1,5,5,5,"lorem",3,2.6363636363636362
"lorem 1116","F",5,1,4,3,5,4,1,2,5,4,1,4,1,3,5,2,1,2,5,2,4,"lorem",3,3.0454545454545454
"lorem 1117","F",4,3,1,4,3,2,3,4,3,5,5,4,1,4,2,3,3,4,5,4,1,"lorem",3,3.227272727272727
"lorem 1118","F",4,1,3,5,2,3,2,1,4,2,3,2,3,3,1,5,1,4,3,5,5,"lorem",5,3.0454545454545454
"lorem 1119","F",2,5,3,5,4,4,3,2,2,2,5,1,5,5,1,5,3,3,1,2,4,"lorem",1,3.090909090909091
"lorem 1120","M",2,2,2,1,4,2,5,2,1,3,5,1,1,5,3,1,2,3,2,3,4,"lorem",4,2.6363636363636362
"lorem 1121","F",3,4,2,2,1,2,4,3,2,4,1,3,5,1,2,3,3,3,2,4,3,"lorem",4,2.772727272727273
"lorem 1122","M",2,4,1,4,3,1,2,4,5,1,5,4,5,5,2,1,4,1,2,1,4,"lorem",1,2.8181818181818183
"lorem 1123","F",5,5,5,4,1,1,3,5,2,4,1,1,5,2,1,2,1,1,5,2,2,"lorem",4,2.8181818181818183
"lorem 1124","F",2,1,2,5,3,4,5,1,5,4,5,4,3,1,2,1,3,3,5,2,4,"lorem",4,3.1363636363636362
"lorem 1125","F",1,1,2,2,5,1,4,4,2,4,1,2,2,1,5,3,4,1,5,3,2,"lorem",2,2.590909090909091
"lorem 1126","F",5,5,3,5,2,5,2,5,4,1,1,3,4,3,5,3,2,4,4,1,4,"lorem",5,3.4545454545454546
"lorem 1127","M",1,4,5,1,3,1,5,1,5,2,1,2,5,4,3,5,2,3,1,5,5,"lorem",2,3
"lorem 1128","M",4,4,3,3,4,5,4,5,1,4,1,2,2,1,5,2,4,4,2,1,4,"lorem",5,3.1818181818181817
"lorem 1129","M",3,2,4,3,5,1,2,3,2,3,2,3,4,3,1,2,2,2,1,5,4,"lorem",2,2.6818181818181817
"lorem 1130","M",3,5,1,5,1,2,5,4,4,4,1,2,2,1,5,4,2,5,2,4,4,"lorem",4,3.1818181818181817
"lorem 1131","M",2,4,2,2,2,1,3,4,4,5,1,4,4,5,2,4,1,5,2,2,2,"lorem",3,2.909090909090909
"lorem 1132","F",2,1,3,2,4,1,2,4,2,2,4,3,2,4,5,3,1,2,5,5,2,"lorem",4,2.8636363636363638
"lorem 1133","M",4,1,5,3,1,2,1,2,1,5,2,4,3,4,5,4,2,4,4,3,5,"lorem",4,3.1363636363636362
"lorem 1134","M",5,2,3,5,2,4,5,5,3,5,4,3,2,2,3,3,4,3,4,1,5,"lorem",2,3.409090909090909
"lorem 1135","F",4,3,4,1,3,3,1,3,5,2,2,3,4,5,2,2,1,4,4,4,5,"lorem",5,3.1818181818181817
"lorem 1136","F",3,4,3,3,5,2,3,5,4,5,4,2,4,2,3,5,1,4,4,4,5,"lorem",1,3.4545454545454546
"lorem 1137","F",2,4,5,5,3,4,1,2,3,5,2,2,2,4,4,5,1,1,5,3,4,"lorem",3,3.1818181818181817
"lorem 1138","F",3,2,5,1,3,4,2,4,2,5,3,5,3,2,5,4,2,1,4,5,5,"lorem",3,3.3181818181818183
"lorem 1139","M",3,3,2,3,1,1,1,1,5,4,1,2,4,1,4,4,3,4,5,2,4,"lorem",3,2.772727272727273
"lorem 1140","F",2,4,5,5,4,3,4,5,4,5,3,1,1,2,1,3,4,2,2,1,4,"lorem",4,3.1363636363636362
"lorem 1141","M",1,5,2,1,1,4,2,3,3,3,3,5,2,1,2,1,2,3,4,3,4,"lorem",4,2.6818181818181817
"lorem 1142","F",4,3,4,1,1,4,2,4,4,4,2,4,2,3,2,2,2,5,3,3,3,"lorem",1,2.8636363636363638
"lorem 1143","F",2,5,1,3,1,2,3,1,3,2,5,5,1,4,3,2,5,5,1,4,3,"lorem",2,2.8636363636363638
"lorem 1144","F",1,3,1,2,5,4,4,5,3,1,1,1,5,4,4,3,4,5,3,3,2,"lorem",1,2.9545454545454546
"lorem 1145","F",2,4,3,2,2,3,5,3,3,5,4,4,2,5,1,3,3,4,3,5,2,"lorem",4,3.272727272727273
"lorem 1146","M",5,3,1,5,5,5,2,3,1,2,5,1,2,2,2,2,5,4,4,5,3,"lorem",2,3.1363636363636362
"lorem 1147","M",5,1,5,4,4,1,4,1,3,2,3,5,4,3,5,5,4,2,4,2,2,"lorem",2,3.227272727272727
"lorem 1148","M",2,2,1,1,5,5,1,4,5,3,2,2,4,3,4,4,4,4,3,5,3,"lorem",1,3.090909090909091
"lorem 1149","M",1,4,3,3,2,3,3,1,4,4,5,4,5,2,1,5,2,2,3,3,5,"lorem",2,3.0454545454545454
"lorem 1150","M",1,3,4,2,5,2,2,4,4,3,2,5,3,2,1,3,5,1,1,4,2,"lorem",2,2.772727272727273
"lorem 1151","F",5,4,4,1,2,5,2,4,3,2,4,2,3,3,2,1,3,3,2,5,3,"lorem",3,3
"lorem 1152","M",3,5,4,1,5,2,1,4,4,5,3,1,1,3,3,5,2,4,1,1,1,"lorem",3,2.8181818181818183
"lorem 1153","M",1,4,1,5,2,2,2,4,2,4,3,5,1,4,3,4,3,5,3,3,2,"lorem",1,2.909090909090909
"lorem 1154","F",2,5,5,1,3,2,5,5,5,4,5,5,5,5,5,3,4,4,1,4,3,"lorem",5,3.909090909090909
"lorem 1155","F",3,4,2,3,3,5,1,5,5,5,5,4,2,5,5,2,1,3,3,2,4,"lorem",1,3.3181818181818183
"lorem 1156","F",4,1,4,2,3,1,1,2,2,1,4,2,2,3,5,5,1,3,4,1,4,"lorem",2,2.590909090909091
"lorem 1157","F",4,1,5,5,3,1,4,3,4,3,1,4,4,3,4,2,2,3,4,1,3,"lorem",1,2.9545454545454546
"lorem 1158","M",2,3,3,4,4,3,4,1,5,3,1,3,1,2,3,1,3,3,2,4,1,"lorem",5,2.772727272727273
"lorem 1159","F",5,5,5,4,4,1,2,4,3,1,2,3,5,1,1,1,4,4,2,4,2,"lorem",3,3
"lorem 1160","M",1,2,4,3,2,3,3,2,4,4,3,3,3,5,3,3,3,5,3,4,3,"lorem",5,3.227272727272727
"lorem 1161","F",3,5,4,1,2,4,1,2,3,4,2,1,3,4,4,4,3,4,2,5,2,"lorem",5,3.090909090909091
"lorem 1162","F",2,1,3,2,3,4,4,1,5,1,2,4,1,2,2,5,4,1,5,2,1,"lorem",1,2.5454545454545454
"lorem 1163","F",2,5,4,5,2,4,3,5,4,3,5,5,1,2,1,3,1,2,5,5,3,"lorem",5,3.409090909090909
"lorem 1164","F",5,4,3,5,1,2,4,2,4,3,2,1,4,2,1,1,4,3,5,4,4,"lorem",1,2.9545454545454546
"lorem 1165","M",4,2,5,1,4,3,2,5,5,5,3,1,5,2,3,1,1,2,1,2,4,"lorem",3,2.909090909090909
"lorem 1166","M",1,3,4,4,3,3,4,2,4,4,1,5,1,1,4,4,1,4,3,2,1,"lorem",4,2.8636363636363638
"lorem 1167","M",5,4,2,3,4,5,4,5,5,3,2,3,3,5,5,2,1,3,4,1,5,"lorem",5,3.590909090909091
"lorem 1168","M",1,4,2,2,5,3,1,1,5,2,5,1,5,4,2,4,2,4,1,2,1,"lorem",1,2.6363636363636362
"lorem 1169","M",5,2,2,5,5,3,4,2,5,2,4,3,1,1,3,1,4,1,5,3,3,"lorem",4,3.090909090909091
"lorem 1170","F",3,5,3,4,2,3,5,5,5,2,1,3,4,2,4,3,2,4,3,1,2,"lorem",1,3.0454545454545454
"lorem 1171","M",1,1,5,3,2,4,1,5,2,5,1,2,2,4,2,1,4,1,3,5,2,"lorem",4,2.727272727272727
"lorem 1172","M",3,3,3,4,2,3,2,5,2,3,1,1,3,3,5,5,4,5,1,5,5,"lorem",3,3.227272727272727
"lorem 1173","F",1,2,5,2,3,4,3,5,5,1,4,1,2,4,4,4,4,4,5,5,1,"lorem",2,3.227272727272727
"lorem 1174","F",5,5,1,3,2,5,1,4,2,4,3,5,3,1,1,3,5,1,4,5,4,"lorem",1,3.090909090909091
"lorem 1175","F",2,3,2,5,5,4,2,2,1,1,2,5,4,5,2,5,3,1,2,5,5,"lorem",1,3.0454545454545454
"lorem 1176","F",4,1,5,1,1,1,2,1,4,3,3,3,3,3,5,2,3,1,5,4,2,"lorem",1,2.6363636363636362
"lorem 1177","M",3,4,1,2,3,4,3,4,5,1,4,1,1,1,4,1,1,1,1,5,5,"lorem",4,2.6818181818181817
"lorem 1178","F",3,5,3,4,5,4,2,2,3,5,4,5,1,1,2,2,2,5,1,5,2,"lorem",3,3.1363636363636362
"lorem 1179","M",2,4,5,1,3,1,5,5,3,5,2,4,1,2,3,1,1,1,4,2,2,"lorem",1,2.6363636363636362
"lorem 1180","F",3,4,1,3,1,1,1,5,4,2,2,5,5,3,4,3,2,1,3,1,5,"lorem",1,2.727272727272727
"lorem 1181","F",1,5,1,1,4,3,3,1,2,4,2,4,3,5,3,3,2,3,3,4,4,"lorem",3,2.909090909090909
"lorem 1182","F",5,4,1,3,5,3,3,2,2,1,2,1,4,1,5,1,5,2,4,5,2,"lorem",4,2.9545454545454546
"lorem 1183","F",1,5,3,1,4,1,1,5,3,5,5,5,4,2,2,2,2,5,1,4,5,"lorem",3,3.1363636363636362
"lorem 1184","M",1,5,5,5,2,1,4,1,1,3,3,3,5,5,2,5,2,3,2,1,2,"lorem",1,2.8181818181818183
"lorem 1185","M",5,5,5,4,4,2,4,1,5,4,2,4,3,1,5,3,2,5,4,5,1,"lorem",3,3.5
"lorem 1186","M",1,3,2,5,4,3,5,1,2,4,3,4,5,3,3,3,4,2,5,4,2,"lorem",4,3.272727272727273
"lorem 1187","M",2,2,2,1,5,1,1,1,3,4,1,3,2,5,2,1,3,5,2,2,5,"lorem",1,2.4545454545454546
"lorem 1188","M",1,2,5,4,2,1,2,5,5,3,3,1,3,5,2,5,4,4,5,3,1,"lorem",5,3.227272727272727
"lorem 1189","F",5,1,1,4,4,3,1,4,4,3,5,1,5,4,4,1,5,3,2,2,1,"lorem",1,2.909090909090909
"lorem 1190","M",5,1,1,4,2,4,5,5,1,3,2,4,4,2,1,1,2,2,5,5,2,"lorem",4,2.9545454545454546
"lorem 1191","M",4,4,1,4,4,1,4,5,1,1,5,1,1,5,5,1,1,3,1,4,1,"lorem",3,2.727272727272727
"lorem 1192","F",1,5,1,4,2,5,1,5,2,4,1,3,2,3,3,4,2,4,2,3,1,"lorem",4,2.8181818181818183
"lorem 1193","F",3,1,2,5,3,5,3,5,3,1,3,1,5,5,1,4,3,3,4,4,3,"lorem",1,3.090909090909091
"lorem 1194","F",5,3,5,1,1,1,2,5,1,1,1,3,2,4,1,1,2,5,3,4,2,"lorem",4,2.590909090909091
"lorem 1195","F",4,5,3,1,3,5,5,5,4,5,2,1,3,5,2,3,4,3,5,5,5,"lorem",4,3.727272727272727
"lorem 1196","M",5,2,1,3,4,2,3,3,3,4,3,1,4,5,3,2,5,1,4,2,5,"lorem",3,3.090909090909091
"lorem 1197","F",2,3,1,2,1,4,4,1,5,1,1,2,2,1,4,1,1,4,3,5,1,"lorem",5,2.4545454545454546
"lorem 1198","M",1,4,2,3,1,5,2,1,3,5,2,4,3,5,3,5,2,1,4,1,5,"lorem",5,3.0454545454545454
"lorem 1199","F",3,2,1,5,4,2,3,1,1,2,3,4,1,3,4,3,2,3,2,2,2,"lorem",1,2.4545454545454546
